id;key;name;title;releasedate;popularity_spot;popularity;winrate;banrate;averageKDA;pentas/match;blurb;attack;defense;magic;difficulty;role;rangetype;tags;partype;hp;hpperlevel;mp;mpperlevel;movespeed;armor;armorperlevel;spellblock;spellblockperlevel;attackrange;hpregen;hpregenperlevel;mpregen;mpregenperlevel;attackdamage;attackdamageperlevel;attackspeed;attackspeedperlevel;spell1_name;spell1_description;spell1_cost;spell1_cooldown;spell2_name;spell2_description;spell2_cost;spell2_cooldown;spell3_name;spell3_description;spell3_cost;spell3_cooldown;ulti_name;ulti_description;ulti_cost;ulti_cooldown
Riven;92;Riven;the Exile;14/9/2011;157;4.3%;49.1%;1.2%;6.1/6.5/7.0;0.0005;Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...;8;5;1;8;Top;Melee;Fighter,Assassin;None;560;86;0;0;340;33;3.2;32.1;1.25;125;8.5;0.5;0;0;64;3;0.625;3.5;Broken Wings;Riven lashes out in a series of strikes. This ability can be reactivated three times in a short time frame with the third hit knocking back nearby enemies.;0/0/0/0/0;13/13/13/13/13;Ki Burst;Riven emits a Ki Burst, damaging and stunning nearby enemies.;0/0/0/0/0;11/10/9/8/7;Valor;Riven steps forward a short distance and blocks incoming damage.;0/0/0/0/0;12/11/10/9/8;Blade of the Exile;Riven empowers her keepsake weapon with energy, and gains Attack Damage and Range. During this time, she also gains the ability to use Wind Slash, a powerful ranged attack, once.;0/0/0;120/90/60
Rumble;68;Rumble;the Mechanized Menace;26/4/2011;117;1.9%;46.9%;1.0%;5.8/5.6/6.3;0.0011;Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff...;3;6;8;10;Top,Middle;Melee;Fighter,Mage;Heat;589;85;100;0;345;31;3.5;32.1;1.25;125;8;0.6;0;0;61;3.2;0.644;1.85;Flamespitter;Rumble torches opponents in front of him, dealing magic damage in a cone for 3 seconds. While in Danger Zone this damage is increased.;0/0/0/0/0;10/9/8/7/6;Scrap Shield;Rumble pulls up a shield, protecting him from damage and granting him a quick burst of speed. While in Danger Zone, the shield strength and speed bonus is increased.;0/0/0/0/0;6/6/6/6/6;Electro Harpoon;Rumble launches a harpoon, electrocuting his target with magic damage and slowing their Movement Speed. Rumble can carry 2 harpoons at a time. While in Danger Zone the damage and slow percentage is increased.;0/0/0/0/0;0.5/0.5/0.5/0.5/0.5;The Equalizer;Rumble fires off a group of rockets, creating a wall of flames that damages and slows enemies.;0/0/0;100/85/70
Ryze;13;Ryze;the Rune Mage;21/2/2009;69;3.7%;50.7%;0.5%;10.1/7.1/5.3;0.0170;Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes‚Äîfragments...;2;2;10;7;Middle;Ranged;Mage,Fighter;Mana;575;98;300;50;340;22;3;34;0.5;550;8;0.8;8;1;56;3;0.625;2.112;Overload;Passively, Ryze's other basic abilities reset the cooldown of Overload and charge a rune. When Ryze casts Overload with 2 runes charged, he gains a brief burst of Movement Speed.<br><br>On cast, Ryze throws a charge of pure energy in a line, dealing damage to the first enemy struck. If the target has Flux on it, Overload deals extra damage and bounces to nearby enemies with Flux.;40/40/40/40/40;6/6/6/6/6;Rune Prison;Ryze traps a target in a cage of runes, damaging them and slowing their movement. If the target has Flux on it, they are instead rooted.;40/55/70/85/100;13/12/11/10/9;Spell Flux;Ryze releases an orb of pure magical power that damages an enemy and debuffs all nearby enemies. Ryze's spells have additional effects against the debuffed enemy.;40/55/70/85/100;3.25/3/2.75/2.5/2.25;Realm Warp;Passively, Overload deals even more damage against targets with Flux.<br><br>On cast, Ryze creates a portal to a nearby location. After a few seconds, allies standing near the portal are teleported to the target location.;100/100/100;210/180/150
Samira;113;Samira;The Desert Rose;21/9/2020;111;5.5%;49.1%;11.0%;4.3/5.1/11.3;0.0001;Samira stares death in the eye with unyielding confidence, seeking thrill wherever she goes. After her Shuriman home was destroyed as a child, Samira found her true calling in Noxus, where she built a reputation as a stylish daredevil taking onÖ;;;;5;Bottom;Ranged;Marksman;Mana;630;108;349;38.0;335;26;4.7;30;1.3;500;3.25;0.55;8.2;0.7;57;3.0;0.658;3.3;Flair;Samira fires a shot or swings her sword, dealing damage. If cast during Wild Rush, strike all enemies in her path upon completion.;30/30/30/30/30;6/5/4/3/2;Blade Whirl;Samira slashes around her, damaging enemies and destroying enemy missiles.;60/60/60/60/60;30/28/26/24/22;Wild Rush;Samira dashes through an enemy (including structures), slashing enemies she passes through and gaining Attack Speed. Killing an enemy champion refreshes this ability's cooldown.;40/40/40/40/40;20/18/16/14/12;Inferno Trigger;Samira unleashes a torrent of shots from her weapons, wildly shooting all enemies surrounding her.;6/6/2006;5/5/2005
Sejuani;113;Sejuani;Fury of the North;17/1/2012;25;3.9%;48.5%;0.6%;2.8/5.8/14.2;0.0000;Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...;5;7;6;4;Jungle;Melee;Tank,Fighter;Mana;560;100;400;40;340;34;4.25;32.1;1.25;150;8.5;1;7;0.7;66;4;0.688;3.5;Arctic Assault;Sejuani charges forward, knocking enemies into the air. The charge stops after hitting an enemy champion.;70/75/80/85/90;20/18/16/14/12;Winter's Wrath;Sejuani swings her mace twice, dealing damage and applying Frost stacks.;65/65/65/65/65;9/8/7/6/5;Permafrost;Sejuani freezes and stuns an enemy champion that has maximum Frost stacks.;20/20/20/20/20;1.5/1.5/1.5/1.5/1.5;Glacial Prison;Sejuani throws her bola that freezes and stuns the first champion hit and creates an ice storm that slows other enemies.;100/100/100;120/100/80
Senna;235;Senna;the Redeemer;10/11/2019;59;9.1%;51.9%;7.4%;3.4/5.8/12.7;0.0001;Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back‚Äîonly to be killed, her soul imprisoned in a lantern by the cruel wraith Thresh. But refusing to...;7;2;6;7;Bottom,Support;Ranged;Marksman,Support;Mana;520;75;350;45;330;28;3.5;30;0.5;600;3.5;0.55;11.5;0.4;50;0;0.625;4;Piercing Darkness;From the twin barrels of her Relic Cannon, Senna fires a unified beam of light and shadow through a target, healing allies and damaging enemies.;70/80/90/100/110;15/15/15/15/15;Last Embrace;Senna sends forth a wave of Black Mist. If it hits an enemy it latches onto them hungrily, rooting them and everything nearby after a brief delay.;50/55/60/65/70;11/11/11/11/11;Curse of the Black Mist;Senna draws the Mist she has stored in her weapon into a storm around her, embracing darkness and becoming a wraith within. Allies who enter the area are camouflaged and also appear as wraiths as the Mist shrouds them. Wraiths gain increased movement speed, are unselectable, and hide their identities.;70/70/70/70/70;26/24.5/23/21.5/20;Dawning Shadow;Senna calls upon the relic stones of fallen Sentinels, splitting her relic cannon into a holy array of shadow and light. She then fires a global beam that shields allies from harm, while damaging enemies caught in the center.;100/100/100;160/140/120
Seraphine;147;Seraphine;The starry-eyed Songstress;29/10/2020;40;6.2%;50.4%;2.4%;6.0/6.7/5.2;0.0008;Born in Piltover to Zaunite parents, Seraphine can hear the souls of othersóthe world sings to her, and she sings back. Though these sounds overwhelmed her in her youth, she now draws on them for inspiration, turning the chaos into a symphony. SheÖ;;;;1;Bottom,Support;Ranged;Burst,Enchanter;Mana;570;90;360;25.0;330;26;4.2;30;1.3;525;6.5;0.6;11.5;0.95;50;3.0;0.669;2.0;High Note;Seraphine deals damage in an area.;60/70/80/90/100;8/7.5/7/6.5/6;Surround Sound;Seraphine Shields and Hastes nearby allies. If she is already Shielded she will Heal nearby allies as well.;70/75/80/85/90;22/22/22/22/22;Beat Drop;Seraphine deals damage and impairs the movement of enemies in a line.;60/60/60/60/60;11/10.5/10/9.5/9;Encore;Seraphine deals damage and charms enemies hit, refreshing the range with every allied or enemy champion hit.;100/100/100;160/140/120
Sett;875;Sett;the Boss;14/1/2020;45;7.7%;50.6%;3.3%;7.8/6.2/8.3;0.0003;A leader of Ionia's growing criminal underworld, Sett rose to prominence in the wake of the war with Noxus. Though he began as a humble challenger in the fighting pits of Navori, he quickly gained notoriety for his savage strength, and his ability to...;8;5;1;2;Top;Melee;Fighter,Tank;Grit;600;93;0;0;340;33;4;32;1.25;125;7;0.5;0;0;60;4;0.625;1.75;Knuckle Down;Sett's next two attacks deal additional damage based off of the target's max health. Sett also gains movement speed while moving towards enemy champions.;0/0/0/0/0;9/8/7/6/5;Haymaker;Sett passively stores damage he takes as Grit. On cast, Sett expends all stored Grit to gain a shield and punch an area, dealing true damage in the center and physical damage on the sides.;0/0/0/0/0;18/16.5/15/13.5/12;Facebreaker;Sett pulls in all enemies on opposite sides of him, dealing damage and stunning them. If enemies were only on one side, they are slowed instead of stunned.;0/0/0/0/0;16/14.5/13/11.5/10;The Show Stopper;Sett carries an enemy champion through the air and slams them into the ground, dealing damage and slowing all enemies near where they land.;0/0/0;120/100/80
Shaco;35;Shaco;the Demon Jester;10/10/2009;99;7.3%;49.3%;27.0%;4.4/5.1/10.5;0.0001;Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...;8;4;6;9;Jungle,Support;Melee;Assassin;Mana;587;89;297.2;40;350;30;3.5;32.1;1.25;125;8.5;0.55;7.156;0.45;63;3;0.694;3;Deceive;Shaco becomes Invisible and teleports to target location.<br><br>His first attack while Invisible is empowered, dealing bonus damage and critically striking if he attacks from behind.;60/60/60/60/60;12/11.5/11/10.5/10;Jack In The Box;Shaco creates a hidden animated Jack-in-the-Box. When triggered, it will fear and attack nearby enemies.;50/55/60/65/70;16/16/16/16/16;Two-Shiv Poison;Shaco's Shivs passively poison targets on hit, slowing their movement speed. He can throw his Shivs to deal damage and poison the target. The thrown Shiv deals bonus damage if the target is below 30% health.;65/65/65/65/65;8/8/8/8/8;Hallucinate;Shaco creates an illusion of himself near him, which can attack nearby enemies (Deals reduced damage to turrets).  Upon death, it explodes, spawning three mini Jack in the Boxes and dealing damage to nearby enemies.;100/100/100;100/90/80
Shen;98;Shen;the Eye of Twilight;24/3/2010;129;4.3%;51.7%;0.5%;6.3/5.4/7.1;0.0011;Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...;3;9;3;4;Top,Support;Melee;Tank;Energy;540;85;400;0;340;34;3;32.1;1.25;125;8.5;0.75;50;0;60;3;0.751;3;Twilight Assault;Shen recalls his spirit blade to attack with it, dealing damage based on the target's max health. The attacks are greatly empowered if it collides with an enemy champion, and all collided enemies are slowed while running away from Shen.;140/130/120/110/100;8/7.25/6.5/5.75/5;Spirit's Refuge;Attacks that would hit Shen or his allies near his spirit blade are blocked.;40/40/40/40/40;18/16.5/15/13.5/11;Shadow Dash;Shen dashes in a direction, taunting enemies in his path.;150/150/150/150/150;18/16/14/12/10;Stand United;Shen shields target allied champion from incoming damage, and soon after teleports to their location.;0/0/0;200/180/160
Shyvana;102;Shyvana;the Half-Dragon;1/11/2011;164;3.2%;51.8%;1.9%;4.7/6.5/8.2;0.0004;Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...;8;6;3;4;Jungle;Melee;Fighter,Tank;Fury;595;95;100;0;350;38;3.35;32.1;1.25;125;8.5;0.8;0;0;66;3.4;0.658;2.5;Twin Bite;Shyvana strikes twice on her next attack. Basic attacks reduce the cooldown of Twin Bite by 0.5 seconds.<br><br><font color='#FF3300'>Dragon Form: </font>Twin Bite cleaves all units in front of Shyvana.;0/0/0/0/0;9/8/7/6/5;Burnout;Shyvana surrounds herself in fire, dealing magic damage per second to nearby enemies and moving faster for 3 seconds, part of this damage is applied again when Shyvana basic attacks an enemy with Burnout active. The Movement Speed reduces over the duration of the spell. Basic attacks extend the duration of Burnout. <br><br><font color='#FF3300'>Dragon Form: </font>Burnout grows in size.;0/0/0/0/0;12/12/12/12/12;Flame Breath;Shyvana unleashes a fireball that deals damage to all enemies it encounters and leaves cinders on the target, marking them for 5 seconds. Shyvana's basic attacks on marked targets deal a percentage of their maximum Health as damage on-hit.<br><br><font color='#FF3300'>Dragon Form: </font>Flame Breath explodes on impact or at target location, dealing bonus damage and scorching the earth for a short duration.;0/0/0/0/0;12/11/10/9/8;Dragon's Descent;Shyvana transforms into a dragon and takes flight to a target location. Enemies along her path take damage and are knocked toward her target location.<br><br>Shyvana passively gains Fury per second and gains 2 Fury on basic attack.;0/0/0;0/0/0
Singed;27;Singed;the Mad Chemist;18/4/2009;98;1.5%;50.8%;0.3%;4.7/7.1/6.8;0.0002;Singed is a Zaunite alchemist of unmatched intellect, who has devoted his life to pushing the boundaries of knowledge‚Äîwith no price, even his own sanity, too high to pay. Is there a method to his madness? His concoctions rarely fail, but it appears to...;4;8;7;5;Top;Melee;Tank,Fighter;Mana;580;85;330;45;345;34;3.5;32.1;1.25;125;9.5;0.55;7.5;0.55;63;3.375;0.613;1.9;Poison Trail;Leaves a trail of poison behind Singed, dealing damage to enemies caught in the path.;13/13/13/13/13;0/0/0/0/0;Mega Adhesive;Throws a vial of mega adhesive on the ground, slowing and grounding enemies who walk on it.;60/70/80/90/100;17/16/15/14/13;Fling;Damages target enemy unit and flings them into the air behind Singed. If the target Singed flings lands in his Mega Adhesive, they are also rooted.;60/70/80/90/100;10/10/10/10/10;Insanity Potion;Singed drinks a potent brew of chemicals, granting him increased combat stats.;100/100/100;120/110/100
Sion;14;Sion;The Undead Juggernaut;21/2/2009;127;4.3%;49.6%;0.8%;5.6/5.6/8.3;0.0021;A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands‚Äîbut, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...;5;9;3;5;Top;Melee;Tank,Fighter;Mana;545;73;330;42;345;32;3;32.1;1.25;175;7.5;0.8;8;0.6;68;4;0.679;1.3;Decimating Smash;Sion charges a powerful swing in an area in front of himself that will deal damage to enemies when released. If he charges for enough time, enemies hit by the swing will also be knocked up and stunned.;45/45/45/45/45;10/9/8/7/6;Soul Furnace;Sion shields himself and can reactivate after 3 seconds to deal Magic Damage to enemies nearby. When Sion kills enemies, he passively gains maximum Health.;65/70/75/80/85;15/14/13/12/11;Roar of the Slayer;Sion fires a short range shockwave that damages and slows and reduces the Armor of the first enemy hit. If the shockwave hits a minion or monster, it will be knocked back, damaging, slowing, and reducing the Armor of all enemies that it passes through.;35/40/45/50/55;12/11/10/9/8;Unstoppable Onslaught;Sion charges in a direction, ramping up speed over time. He can steer his charge slightly with the mouse cursor location. When he collides with an enemy he deals damage and knocks them up based on the distance he has charged.;100/100/100;140/100/60
